,flow_rate,voltage,image_classification,ml_classification,nn_classification,generalist_ml_classification
842,40.0,4000.46,intermitent (100%),cone_jet,intermitent,undefined
843,40.0,4200.62,dripping (96%),cone_jet,intermitent,undefined
844,40.0,4400.45,intermitent (99%),dripping,intermitent,undefined
845,40.0,4600.69,intermitent (100%),cone_jet,intermitent,undefined
846,40.0,4800.53,intermitent (100%),cone_jet,intermitent,undefined
847,40.0,5000.71,intermitent (100%),cone_jet,intermitent,undefined
848,40.0,5200.49,intermitent (96%),dripping,intermitent,undefined
849,40.0,5400.66,cone_jet (71%),undefined,intermitent,undefined
850,40.0,5600.47,intermitent (86%),undefined,intermitent,undefined
851,40.0,5800.68,cone_jet (84%),undefined,intermitent,undefined
852,40.0,6000.51,cone_jet (100%),undefined,intermitent,undefined
853,40.0,6200.67,cone_jet (100%),dripping,none,undefined
854,40.0,6400.42,cone_jet (96%),undefined,intermitent,undefined
855,40.0,6600.53,cone_jet (62%),undefined,intermitent,undefined
856,40.0,6800.35,multi_jet (100%),undefined,intermitent,undefined
857,40.0,7000.58,multi_jet (100%),dripping,undefined,undefined
858,40.0,7200.42,multi_jet (99%),dripping,intermitent,undefined
859,40.0,7400.57,multi_jet (100%),intermitent,intermitent,corona
860,40.0,7600.38,multi_jet (99%),intermitent,intermitent,corona
861,40.0,7800.53,multi_jet (100%),intermitent,intermitent,corona
862,40.0,8000.42,multi_jet (100%),intermitent,intermitent,corona
863,40.0,8200.62,multi_jet (100%),intermitent,intermitent,corona
864,40.0,8400.44,multi_jet (100%),intermitent,intermitent,corona
865,40.0,8600.57,multi_jet (100%),intermitent,intermitent,corona
866,40.0,8800.39,multi_jet (100%),intermitent,intermitent,corona
867,40.0,9000.25,multi_jet (100%),intermitent,intermitent,corona
868,50.0,3000.44,dripping (100%),undefined,intermitent,undefined
869,50.0,3200.33,dripping (99%),intermitent,intermitent,intermitent
870,50.0,3400.48,dripping (100%),undefined,intermitent,undefined
871,50.0,3600.34,dripping (100%),intermitent,intermitent,intermitent
872,50.0,3800.51,intermitent (100%),intermitent,intermitent,intermitent
873,50.0,4000.45,intermitent (99%),undefined,intermitent,undefined
874,50.0,4200.62,intermitent (100%),intermitent,intermitent,intermitent
875,50.0,4400.45,dripping (55%),undefined,intermitent,undefined
876,50.0,4600.66,intermitent (100%),intermitent,intermitent,intermitent
877,50.0,4800.52,intermitent (100%),intermitent,intermitent,intermitent
878,50.0,5000.68,intermitent (100%),cone_jet,cone_jet,cone_jet
879,50.0,5200.46,cone_jet (84%),cone_jet,cone_jet,cone_jet
880,50.0,5400.63,intermitent (100%),undefined,intermitent,undefined
881,50.0,5600.46,multi_jet (66%),cone_jet,cone_jet,cone_jet
882,50.0,5800.67,cone_jet (100%),cone_jet,multi_jet,cone_jet
883,50.0,6000.51,cone_jet (90%),undefined,multi_jet,cone_jet
884,50.0,6200.67,cone_jet (99%),undefined,multi_jet,cone_jet
885,50.0,6400.39,multi_jet (59%),multi_jet,multi_jet,cone_jet
886,50.0,6600.51,multi_jet (99%),multi_jet,multi_jet,cone_jet
887,50.0,6800.33,multi_jet (100%),multi_jet,multi_jet,cone_jet
888,50.0,7000.54,multi_jet (100%),multi_jet,multi_jet,multi_jet
889,50.0,7200.39,multi_jet (100%),multi_jet,multi_jet,multi_jet
890,50.0,7400.57,multi_jet (100%),multi_jet,multi_jet,multi_jet
891,50.0,7600.37,multi_jet (100%),multi_jet,multi_jet,multi_jet
892,50.0,7800.52,multi_jet (100%),multi_jet,multi_jet,multi_jet
893,50.0,8000.38,multi_jet (100%),multi_jet,multi_jet,multi_jet
894,50.0,8200.59,multi_jet (100%),multi_jet,multi_jet,multi_jet
895,50.0,8400.41,multi_jet (100%),multi_jet,multi_jet,multi_jet
896,50.0,8600.55,multi_jet (100%),multi_jet,multi_jet,multi_jet
897,50.0,8800.36,multi_jet (100%),multi_jet,multi_jet,multi_jet
898,50.0,9000.26,multi_jet (100%),multi_jet,multi_jet,multi_jet
899,60.0,3000.6,dripping (100%),undefined,intermitent,undefined
900,60.0,3200.38,dripping (100%),undefined,intermitent,undefined
901,60.0,3400.51,dripping (100%),intermitent,intermitent,intermitent
902,60.0,3600.46,intermitent (83%),undefined,intermitent,undefined
903,60.0,3800.65,intermitent (84%),cone_jet,cone_jet,cone_jet
904,60.0,4000.47,intermitent (95%),undefined,intermitent,undefined
905,60.0,4200.62,intermitent (100%),undefined,intermitent,undefined
906,60.0,4400.46,intermitent (100%),cone_jet,cone_jet,cone_jet
907,60.0,4600.66,intermitent (100%),undefined,intermitent,undefined
908,60.0,4800.54,intermitent (100%),undefined,intermitent,undefined
909,60.0,5000.69,intermitent (100%),cone_jet,cone_jet,cone_jet
910,60.0,5200.46,intermitent (54%),cone_jet,cone_jet,cone_jet
911,60.0,5400.64,dripping (85%),undefined,intermitent,undefined
912,60.0,5600.47,intermitent (58%),cone_jet,cone_jet,cone_jet
913,60.0,5800.67,cone_jet (98%),cone_jet,multi_jet,cone_jet
914,60.0,6000.52,cone_jet (99%),undefined,multi_jet,cone_jet
915,60.0,6200.65,cone_jet (99%),undefined,multi_jet,cone_jet
916,60.0,6400.36,cone_jet (99%),multi_jet,multi_jet,cone_jet
917,60.0,6600.49,multi_jet (100%),multi_jet,multi_jet,cone_jet
918,60.0,6800.35,multi_jet (100%),multi_jet,multi_jet,cone_jet
919,60.0,7000.58,multi_jet (100%),multi_jet,multi_jet,multi_jet
920,60.0,7200.41,multi_jet (100%),multi_jet,multi_jet,multi_jet
921,60.0,7400.56,multi_jet (100%),multi_jet,multi_jet,multi_jet
922,60.0,7600.39,multi_jet (100%),multi_jet,multi_jet,multi_jet
923,60.0,7800.55,multi_jet (100%),multi_jet,multi_jet,multi_jet
924,60.0,8000.4,multi_jet (100%),multi_jet,multi_jet,multi_jet
925,60.0,8200.61,multi_jet (100%),multi_jet,multi_jet,multi_jet
926,60.0,8400.43,multi_jet (100%),multi_jet,multi_jet,multi_jet
927,60.0,8600.56,multi_jet (100%),multi_jet,multi_jet,multi_jet
928,60.0,8800.4,multi_jet (100%),multi_jet,multi_jet,multi_jet
929,60.0,9000.24,multi_jet (100%),multi_jet,multi_jet,multi_jet
930,70.0,3000.58,dripping (100%),undefined,intermitent,undefined
931,70.0,3200.38,dripping (100%),intermitent,intermitent,intermitent
932,70.0,3400.5,dripping (100%),undefined,intermitent,undefined
933,70.0,3600.34,dripping (97%),undefined,intermitent,undefined
934,70.0,3800.5,intermitent (100%),intermitent,intermitent,intermitent
935,70.0,4000.46,dripping (99%),undefined,intermitent,undefined
936,70.0,4200.61,dripping (68%),intermitent,intermitent,intermitent
937,70.0,4400.44,intermitent (100%),cone_jet,cone_jet,cone_jet
938,70.0,4600.68,intermitent (100%),cone_jet,cone_jet,cone_jet
939,70.0,4800.52,intermitent (100%),cone_jet,intermitent,cone_jet
940,70.0,5000.69,intermitent (100%),intermitent,intermitent,intermitent
941,70.0,5200.46,multi_jet (40%),cone_jet,cone_jet,cone_jet
942,70.0,5400.65,intermitent (100%),cone_jet,cone_jet,cone_jet
943,70.0,5600.48,cone_jet (50%),cone_jet,cone_jet,cone_jet
944,70.0,5800.68,intermitent (96%),cone_jet,multi_jet,cone_jet
945,70.0,6000.5,multi_jet (100%),undefined,intermitent,undefined
946,70.0,6200.65,multi_jet (78%),undefined,multi_jet,cone_jet
947,70.0,6400.38,dripping (91%),undefined,intermitent,undefined
948,70.0,6600.52,multi_jet (100%),multi_jet,multi_jet,cone_jet
949,70.0,6800.38,multi_jet (100%),multi_jet,multi_jet,cone_jet
950,70.0,7000.58,multi_jet (100%),multi_jet,multi_jet,multi_jet
951,70.0,7200.43,multi_jet (100%),multi_jet,multi_jet,multi_jet
952,70.0,7400.58,multi_jet (99%),multi_jet,multi_jet,multi_jet
953,70.0,7600.4,multi_jet (100%),multi_jet,multi_jet,multi_jet
954,70.0,7800.53,multi_jet (100%),multi_jet,multi_jet,multi_jet
955,70.0,8000.39,multi_jet (100%),multi_jet,multi_jet,multi_jet
956,70.0,8200.63,multi_jet (100%),multi_jet,multi_jet,multi_jet
957,70.0,8400.43,multi_jet (100%),multi_jet,multi_jet,multi_jet
958,70.0,8600.57,multi_jet (100%),multi_jet,multi_jet,multi_jet
959,70.0,8800.39,multi_jet (100%),multi_jet,multi_jet,multi_jet
960,70.0,9000.26,multi_jet (100%),multi_jet,multi_jet,multi_jet
961,80.0,3000.58,dripping (100%),undefined,intermitent,undefined
962,80.0,3200.37,dripping (100%),intermitent,intermitent,intermitent
963,80.0,3400.59,dripping (100%),undefined,intermitent,undefined
964,80.0,3600.33,dripping (100%),undefined,intermitent,undefined
965,80.0,3800.6,intermitent (51%),cone_jet,cone_jet,cone_jet
966,80.0,4000.44,intermitent (100%),undefined,intermitent,undefined
967,80.0,4200.61,intermitent (99%),undefined,intermitent,undefined
968,80.0,4400.46,intermitent (100%),cone_jet,cone_jet,cone_jet
969,80.0,4600.67,intermitent (100%),cone_jet,cone_jet,cone_jet
970,80.0,4800.53,intermitent (99%),undefined,intermitent,undefined
971,80.0,5000.68,intermitent (100%),cone_jet,cone_jet,cone_jet
972,80.0,5200.45,intermitent (100%),cone_jet,cone_jet,cone_jet
973,80.0,5400.63,intermitent (100%),cone_jet,intermitent,cone_jet
974,80.0,5600.46,intermitent (78%),cone_jet,intermitent,cone_jet
975,80.0,5800.68,intermitent (96%),cone_jet,cone_jet,cone_jet
976,80.0,6000.52,intermitent (97%),undefined,multi_jet,cone_jet
977,80.0,6200.67,multi_jet (54%),undefined,intermitent,undefined
978,80.0,6400.37,multi_jet (78%),multi_jet,multi_jet,cone_jet
979,80.0,6600.51,multi_jet (96%),multi_jet,multi_jet,cone_jet
980,80.0,6800.35,multi_jet (83%),multi_jet,multi_jet,cone_jet
981,80.0,7000.57,multi_jet (100%),multi_jet,multi_jet,multi_jet
982,80.0,7200.42,multi_jet (100%),multi_jet,multi_jet,multi_jet
983,80.0,7400.59,multi_jet (100%),multi_jet,multi_jet,multi_jet
984,80.0,7600.4,multi_jet (100%),multi_jet,multi_jet,multi_jet
985,80.0,7800.55,multi_jet (100%),multi_jet,multi_jet,multi_jet
986,80.0,8000.38,multi_jet (100%),multi_jet,multi_jet,multi_jet
987,80.0,8200.63,multi_jet (100%),multi_jet,multi_jet,multi_jet
988,80.0,8400.45,multi_jet (100%),multi_jet,multi_jet,multi_jet
989,80.0,8600.57,multi_jet (100%),multi_jet,multi_jet,multi_jet
990,80.0,8800.4,multi_jet (100%),multi_jet,multi_jet,multi_jet
991,80.0,9000.25,multi_jet (100%),multi_jet,multi_jet,multi_jet
992,45.0,3000.44,dripping (100%),intermitent,intermitent,intermitent
993,45.0,3200.35,dripping (100%),intermitent,intermitent,intermitent
994,45.0,3400.47,dripping (99%),undefined,intermitent,undefined
995,45.0,3600.45,intermitent (100%),intermitent,intermitent,intermitent
996,45.0,3800.63,intermitent (100%),undefined,intermitent,undefined
997,45.0,4000.46,dripping (92%),intermitent,intermitent,intermitent
998,45.0,4200.61,intermitent (99%),undefined,intermitent,undefined
999,45.0,4400.44,intermitent (95%),undefined,intermitent,undefined
1000,45.0,4600.62,intermitent (99%),undefined,intermitent,undefined
1001,45.0,4800.5,cone_jet (57%),cone_jet,cone_jet,cone_jet
1002,45.0,5000.7,intermitent (93%),cone_jet,cone_jet,cone_jet
1003,45.0,5200.47,cone_jet (93%),undefined,intermitent,undefined
1004,45.0,5400.66,cone_jet (70%),cone_jet,cone_jet,cone_jet
1005,45.0,5600.47,cone_jet (95%),cone_jet,cone_jet,cone_jet
1006,45.0,5800.69,cone_jet (93%),cone_jet,multi_jet,cone_jet
1007,45.0,6000.5,cone_jet (89%),undefined,multi_jet,cone_jet
1008,45.0,6200.66,cone_jet (81%),undefined,multi_jet,cone_jet
1009,45.0,6400.4,multi_jet (100%),multi_jet,multi_jet,cone_jet
1010,45.0,6600.51,multi_jet (100%),multi_jet,multi_jet,cone_jet
1011,45.0,6800.33,multi_jet (100%),multi_jet,multi_jet,multi_jet
1012,45.0,7000.59,multi_jet (100%),multi_jet,multi_jet,multi_jet
1013,45.0,7200.43,multi_jet (99%),multi_jet,multi_jet,multi_jet
1014,45.0,7400.58,multi_jet (100%),multi_jet,multi_jet,multi_jet
1015,45.0,7600.37,multi_jet (100%),multi_jet,multi_jet,multi_jet
1016,45.0,7800.52,multi_jet (100%),multi_jet,multi_jet,multi_jet
1017,45.0,8000.38,multi_jet (100%),multi_jet,multi_jet,multi_jet
1018,45.0,8200.61,multi_jet (100%),multi_jet,multi_jet,multi_jet
1019,45.0,8400.42,multi_jet (100%),multi_jet,multi_jet,multi_jet
1020,45.0,8600.57,multi_jet (100%),multi_jet,multi_jet,multi_jet
1021,45.0,8800.41,multi_jet (100%),multi_jet,multi_jet,multi_jet
1022,45.0,9000.27,dripping (100%),multi_jet,multi_jet,multi_jet
1023,65.0,3000.58,dripping (100%),undefined,intermitent,undefined
1024,65.0,3200.37,dripping (100%),undefined,intermitent,undefined
1025,65.0,3400.5,dripping (100%),intermitent,intermitent,intermitent
1026,65.0,3600.47,intermitent (99%),intermitent,intermitent,intermitent
1027,65.0,3800.62,dripping (98%),cone_jet,cone_jet,cone_jet
1028,65.0,4000.48,intermitent (100%),intermitent,intermitent,intermitent
1029,65.0,4200.62,intermitent (100%),cone_jet,cone_jet,cone_jet
1030,65.0,4400.46,intermitent (100%),intermitent,intermitent,intermitent
1031,65.0,4600.67,intermitent (99%),intermitent,intermitent,intermitent
1032,65.0,4800.54,intermitent (100%),undefined,intermitent,undefined
1033,65.0,5000.7,intermitent (64%),undefined,intermitent,undefined
1034,65.0,5200.46,intermitent (45%),cone_jet,cone_jet,cone_jet
1035,65.0,5400.62,dripping (87%),cone_jet,cone_jet,cone_jet
1036,65.0,5600.47,cone_jet (76%),cone_jet,multi_jet,cone_jet
1037,65.0,5800.69,multi_jet (51%),cone_jet,multi_jet,cone_jet
1038,65.0,6000.52,cone_jet (100%),undefined,multi_jet,cone_jet
1039,65.0,6200.66,cone_jet (92%),undefined,multi_jet,cone_jet
1040,65.0,6400.39,multi_jet (100%),multi_jet,multi_jet,cone_jet
1041,65.0,6600.52,multi_jet (100%),multi_jet,multi_jet,cone_jet
1042,65.0,6800.36,multi_jet (100%),multi_jet,multi_jet,cone_jet
1043,65.0,7000.54,multi_jet (100%),multi_jet,multi_jet,multi_jet
1044,65.0,7200.42,multi_jet (100%),multi_jet,multi_jet,multi_jet
1045,65.0,7400.61,multi_jet (100%),multi_jet,multi_jet,multi_jet
1046,65.0,7600.39,multi_jet (100%),multi_jet,multi_jet,multi_jet
1047,65.0,7800.54,multi_jet (100%),multi_jet,multi_jet,multi_jet
1048,65.0,8000.4,multi_jet (100%),multi_jet,multi_jet,multi_jet
1049,65.0,8200.63,multi_jet (100%),multi_jet,multi_jet,multi_jet
1050,65.0,8400.45,multi_jet (100%),multi_jet,multi_jet,multi_jet
1051,65.0,8600.56,multi_jet (100%),multi_jet,multi_jet,multi_jet
1052,65.0,8800.4,multi_jet (100%),multi_jet,multi_jet,multi_jet
1053,65.0,9000.27,dripping (100%),multi_jet,multi_jet,multi_jet
1054,90.0,3000.58,dripping (100%),undefined,intermitent,undefined
1055,90.0,3200.37,dripping (100%),intermitent,intermitent,intermitent
1056,90.0,3400.49,intermitent (98%),intermitent,intermitent,intermitent
1057,90.0,3600.47,intermitent (100%),intermitent,intermitent,intermitent
1058,90.0,3800.63,intermitent (100%),intermitent,intermitent,intermitent
1059,90.0,4000.38,intermitent (100%),undefined,intermitent,undefined
1060,90.0,4200.62,intermitent (100%),cone_jet,cone_jet,cone_jet
1061,90.0,4400.46,intermitent (100%),cone_jet,cone_jet,cone_jet
1062,90.0,4600.66,intermitent (99%),cone_jet,cone_jet,cone_jet
1063,90.0,4800.5,intermitent (100%),undefined,intermitent,undefined
1064,90.0,5000.69,intermitent (100%),intermitent,intermitent,intermitent
1065,90.0,5200.47,intermitent (98%),undefined,intermitent,undefined
1066,90.0,5400.63,intermitent (100%),cone_jet,cone_jet,cone_jet
1067,90.0,5600.47,intermitent (99%),cone_jet,cone_jet,cone_jet
1068,90.0,5800.68,multi_jet (97%),cone_jet,cone_jet,cone_jet
1069,90.0,6000.52,intermitent (56%),undefined,multi_jet,cone_jet
1070,90.0,6200.66,multi_jet (99%),undefined,multi_jet,cone_jet
1071,90.0,6400.38,intermitent (54%),multi_jet,multi_jet,cone_jet
1072,90.0,6600.52,multi_jet (96%),multi_jet,multi_jet,cone_jet
1073,90.0,6800.41,intermitent (95%),multi_jet,multi_jet,cone_jet
1074,90.0,7000.58,multi_jet (100%),multi_jet,multi_jet,multi_jet
1075,90.0,7200.41,multi_jet (100%),multi_jet,multi_jet,multi_jet
1076,90.0,7400.55,multi_jet (99%),multi_jet,multi_jet,multi_jet
1077,90.0,7600.41,multi_jet (100%),multi_jet,multi_jet,multi_jet
1078,90.0,7800.55,multi_jet (100%),multi_jet,multi_jet,multi_jet
1079,90.0,8000.4,multi_jet (100%),multi_jet,multi_jet,multi_jet
1080,90.0,8200.63,multi_jet (100%),undefined,undefined,undefined
1081,90.0,8400.44,multi_jet (100%),multi_jet,multi_jet,multi_jet
1082,90.0,8600.55,multi_jet (100%),multi_jet,undefined,undefined
1083,90.0,8800.4,multi_jet (100%),multi_jet,multi_jet,multi_jet
1084,90.0,9000.28,dripping (100%),multi_jet,multi_jet,multi_jet
1085,100.0,3000.58,dripping (100%),undefined,intermitent,undefined
1086,100.0,3200.39,dripping (100%),intermitent,intermitent,intermitent
1087,100.0,3400.62,intermitent (98%),intermitent,intermitent,intermitent
1088,100.0,3600.35,intermitent (100%),undefined,intermitent,undefined
1089,100.0,3800.52,intermitent (100%),cone_jet,cone_jet,cone_jet
1090,100.0,4000.36,intermitent (100%),cone_jet,cone_jet,cone_jet
1091,100.0,4200.62,intermitent (99%),intermitent,intermitent,intermitent
1092,100.0,4400.46,intermitent (100%),cone_jet,intermitent,cone_jet
1093,100.0,4600.66,intermitent (100%),cone_jet,cone_jet,cone_jet
1094,100.0,4800.51,intermitent (100%),cone_jet,cone_jet,cone_jet
1095,100.0,5000.71,intermitent (100%),cone_jet,cone_jet,cone_jet
1096,100.0,5200.47,intermitent (78%),cone_jet,cone_jet,cone_jet
1097,100.0,5400.66,intermitent (85%),intermitent,intermitent,intermitent
1098,100.0,5600.49,multi_jet (99%),cone_jet,cone_jet,cone_jet
1099,100.0,5800.69,intermitent (100%),undefined,intermitent,undefined
1100,100.0,6000.53,multi_jet (86%),undefined,multi_jet,cone_jet
1101,100.0,6200.67,intermitent (96%),undefined,multi_jet,cone_jet
1102,100.0,6400.36,intermitent (86%),multi_jet,multi_jet,cone_jet
1103,100.0,6600.5,multi_jet (70%),multi_jet,multi_jet,cone_jet
1104,100.0,6800.36,multi_jet (99%),multi_jet,multi_jet,cone_jet
1105,100.0,7000.61,multi_jet (100%),multi_jet,multi_jet,multi_jet
1106,100.0,7200.41,multi_jet (100%),multi_jet,multi_jet,multi_jet
1107,100.0,7400.6,multi_jet (100%),multi_jet,multi_jet,multi_jet
1108,100.0,7600.4,multi_jet (100%),multi_jet,multi_jet,multi_jet
1109,100.0,7800.54,multi_jet (100%),multi_jet,multi_jet,multi_jet
1110,100.0,8000.39,multi_jet (100%),multi_jet,multi_jet,multi_jet
1111,100.0,8200.64,multi_jet (100%),multi_jet,multi_jet,multi_jet
1112,100.0,8400.45,multi_jet (100%),multi_jet,multi_jet,multi_jet
1113,100.0,8600.59,multi_jet (100%),multi_jet,multi_jet,multi_jet
1114,100.0,8800.42,multi_jet (100%),multi_jet,multi_jet,multi_jet
1115,100.0,9000.25,N/A,multi_jet,multi_jet,multi_jet
